alpha,beta,chain
-0.22064634,0.18369989,chain_0
-0.20428482,0.16317801,chain_0
-0.22452885,0.19163752,chain_0
-0.24395141,0.18901286,chain_0
-0.23441522,0.2261604,chain_0
-0.20479213,0.22399643,chain_0
-0.23474085,0.22070286,chain_0
-0.20917363,0.15902033,chain_0
-0.23686221,0.17697783,chain_0
-0.20070124,0.1589738,chain_0
-0.22141798,0.17968358,chain_0
-0.20606232,0.15056303,chain_0
-0.21233769,0.16934721,chain_0
-0.22082622,0.18938783,chain_0
-0.22027661,0.18762623,chain_0
-0.20553046,0.19591548,chain_0
-0.21396086,0.183651,chain_0
-0.23934524,0.19790156,chain_0
-0.21792272,0.19293518,chain_0
-0.21232893,0.15625347,chain_0
-0.20508745,0.16624725,chain_0
-0.24605946,0.16036166,chain_0
-0.19796893,0.16749755,chain_0
-0.21997531,0.18440908,chain_0
-0.22242211,0.18126288,chain_0
-0.24657035,0.20212445,chain_0
-0.2477619,0.20631169,chain_0
-0.22810355,0.17155695,chain_0
-0.20634423,0.14659198,chain_0
-0.21824646,0.19034955,chain_0
-0.24670805,0.21154466,chain_0
-0.22145432,0.17003047,chain_0
-0.20507626,0.16398767,chain_0
-0.21621054,0.20450494,chain_0
-0.21686654,0.17355366,chain_0
-0.18443277,0.15939288,chain_0
-0.23743992,0.2128279,chain_0
-0.21827291,0.17360987,chain_0
-0.21478352,0.20663263,chain_0
-0.19755052,0.13980095,chain_0
-0.22087413,0.20413594,chain_0
-0.21723162,0.17513397,chain_0
-0.21774922,0.17689864,chain_0
-0.21268012,0.18031304,chain_0
-0.22504869,0.16955206,chain_0
-0.19903654,0.14883374,chain_0
-0.21653092,0.16965687,chain_0
-0.2131983,0.17198746,chain_0
-0.2045947,0.15895893,chain_0
-0.20683263,0.17823695,chain_0
-0.21841523,0.20168197,chain_0
-0.20165165,0.1838849,chain_0
-0.2019949,0.15980826,chain_0
-0.20417018,0.17152253,chain_0
-0.22017458,0.19312704,chain_0
-0.22127008,0.16353075,chain_0
-0.16836767,0.15062717,chain_0
-0.19335736,0.19502324,chain_0
-0.22055623,0.2117223,chain_0
-0.20736307,0.16784143,chain_0
-0.2264394,0.19725712,chain_0
-0.18630819,0.16249,chain_0
-0.20634732,0.19700542,chain_0
-0.21982229,0.19755064,chain_0
-0.21701612,0.18620443,chain_0
-0.21399352,0.16987927,chain_0
-0.19558448,0.16262501,chain_0
-0.21208264,0.17755482,chain_0
-0.20771362,0.16492921,chain_0
-0.22811265,0.16930902,chain_0
-0.22546478,0.1682862,chain_0
-0.21241102,0.21152405,chain_0
-0.20290102,0.15912786,chain_0
-0.20976508,0.18348485,chain_0
-0.21769363,0.20672816,chain_0
-0.2042442,0.18262672,chain_0
-0.20737973,0.18981119,chain_0
-0.21076137,0.18079884,chain_0
-0.20674938,0.17882407,chain_0
-0.20940861,0.1613633,chain_0
-0.19841847,0.16309023,chain_0
-0.1944994,0.15743065,chain_0
-0.20172757,0.13955718,chain_0
-0.21683589,0.15331846,chain_0
-0.22564536,0.19115676,chain_0
-0.18665852,0.15003456,chain_0
-0.18730362,0.16773227,chain_0
-0.21567702,0.17142406,chain_0
-0.19960722,0.16910893,chain_0
-0.20493914,0.19389096,chain_0
-0.21492054,0.188231,chain_0
-0.22518994,0.16505225,chain_0
-0.2259418,0.15232971,chain_0
-0.21384835,0.1825383,chain_0
-0.1979925,0.18359265,chain_0
-0.2159525,0.18199281,chain_0
-0.25074804,0.22695969,chain_0
-0.2041956,0.17880522,chain_0
-0.24426243,0.19814795,chain_0
-0.19441566,0.1385042,chain_0
-0.2128057,0.18138333,chain_0
-0.20979042,0.214635,chain_0
-0.20990056,0.18323642,chain_0
-0.2264557,0.18018524,chain_0
-0.19522674,0.15145183,chain_0
-0.2267219,0.1743856,chain_0
-0.17379537,0.16512284,chain_0
-0.20915975,0.1440991,chain_0
-0.2571801,0.20713893,chain_0
-0.22289689,0.17312641,chain_0
-0.20381872,0.17325287,chain_0
-0.23136607,0.20044869,chain_0
-0.21204364,0.18661937,chain_0
-0.22663485,0.16053163,chain_0
-0.20609115,0.18691847,chain_0
-0.23597232,0.17847104,chain_0
-0.22924009,0.19057545,chain_0
-0.20940894,0.1650085,chain_0
-0.20254308,0.17065243,chain_0
-0.20117022,0.1556092,chain_0
-0.21224694,0.19623917,chain_0
-0.20939386,0.19361658,chain_0
-0.23682763,0.19201168,chain_0
-0.20415044,0.14337486,chain_0
-0.18412934,0.12815335,chain_0
-0.18890893,0.1597758,chain_0
-0.20794319,0.15420334,chain_0
-0.22510543,0.1911995,chain_0
-0.23141342,0.1792591,chain_0
-0.20230342,0.18791462,chain_0
-0.21463478,0.17818235,chain_0
-0.2367498,0.19029605,chain_0
-0.20169945,0.16226229,chain_0
-0.19935045,0.18033713,chain_0
-0.22530864,0.16696392,chain_0
-0.21306755,0.18052927,chain_0
-0.2159349,0.20783095,chain_0
-0.17311388,0.17810987,chain_0
-0.20430222,0.13925594,chain_0
-0.2448214,0.22003226,chain_0
-0.20414703,0.17326252,chain_0
-0.21349485,0.17627536,chain_0
-0.23261176,0.17620836,chain_0
-0.19959824,0.1508377,chain_0
-0.20844686,0.15534334,chain_0
-0.23842032,0.17812437,chain_0
-0.2432549,0.2276979,chain_0
-0.18889712,0.19017655,chain_0
-0.19338578,0.17853333,chain_0
-0.22325274,0.19885626,chain_0
-0.19733968,0.15289702,chain_0
-0.19613548,0.16836496,chain_0
-0.2381866,0.18364787,chain_0
-0.21359436,0.14091872,chain_0
-0.21094592,0.15662907,chain_0
-0.23428066,0.17018585,chain_0
-0.20537375,0.18188255,chain_0
-0.2326799,0.17185491,chain_0
-0.21818493,0.19316012,chain_0
-0.21060815,0.17382905,chain_0
-0.22341837,0.16750205,chain_0
-0.23883124,0.21147832,chain_0
-0.2187758,0.17813662,chain_0
-0.20645308,0.21047261,chain_0
-0.21337432,0.18913223,chain_0
-0.20156701,0.17403162,chain_0
-0.21100974,0.18251608,chain_0
-0.22861406,0.1822819,chain_0
-0.21686411,0.16913785,chain_0
-0.23985022,0.17825061,chain_0
-0.20289192,0.17147,chain_0
-0.24271424,0.18344246,chain_0
-0.20456597,0.18744701,chain_0
-0.23066826,0.23140524,chain_0
-0.22709587,0.17595588,chain_0
-0.21146281,0.19934216,chain_0
-0.22347169,0.18438306,chain_0
-0.2191707,0.1882104,chain_0
-0.21919066,0.20028396,chain_0
-0.19734758,0.15217558,chain_0
-0.21213248,0.17228164,chain_0
-0.22333804,0.20228165,chain_0
-0.23005381,0.17652091,chain_0
-0.22682346,0.2034965,chain_0
-0.22007115,0.19045824,chain_0
-0.23393936,0.18319194,chain_0
-0.2305173,0.17826259,chain_1
-0.21493922,0.19809455,chain_1
-0.23822904,0.20374748,chain_1
-0.22659907,0.18836802,chain_1
-0.20048071,0.1683129,chain_1
-0.2476251,0.22190197,chain_1
-0.19464508,0.17524824,chain_1
-0.1965965,0.16827536,chain_1
-0.21822907,0.19203855,chain_1
-0.21319842,0.16334975,chain_1
-0.2015957,0.16945219,chain_1
-0.21614818,0.17613043,chain_1
-0.19827394,0.16228725,chain_1
-0.2020944,0.13804857,chain_1
-0.2004608,0.16286007,chain_1
-0.24050641,0.20868698,chain_1
-0.23083912,0.17256983,chain_1
-0.23707943,0.17958665,chain_1
-0.2171503,0.18236242,chain_1
-0.21900778,0.16706337,chain_1
-0.21773034,0.19445287,chain_1
-0.22917439,0.18698207,chain_1
-0.21514387,0.16031508,chain_1
-0.20370187,0.16445157,chain_1
-0.20180196,0.17813435,chain_1
-0.19637927,0.18309714,chain_1
-0.20592655,0.15680712,chain_1
-0.20017944,0.123621605,chain_1
-0.18566449,0.17271186,chain_1
-0.19517244,0.12885615,chain_1
-0.2282283,0.17191134,chain_1
-0.20780677,0.19743182,chain_1
-0.2016274,0.13878426,chain_1
-0.2097481,0.16616878,chain_1
-0.24466042,0.17385471,chain_1
-0.24685091,0.19211924,chain_1
-0.21279156,0.16236396,chain_1
-0.21044803,0.17096421,chain_1
-0.23464999,0.1843613,chain_1
-0.21278219,0.19081901,chain_1
-0.20502244,0.14261395,chain_1
-0.25117156,0.2083848,chain_1
-0.18983951,0.1983563,chain_1
-0.22148296,0.19358411,chain_1
-0.22527428,0.20641041,chain_1
-0.21131513,0.16487053,chain_1
-0.21891758,0.17322889,chain_1
-0.19995472,0.17572364,chain_1
-0.21470723,0.18977852,chain_1
-0.23982811,0.20080785,chain_1
-0.1855102,0.15445794,chain_1
-0.20864028,0.17847255,chain_1
-0.23805623,0.1707076,chain_1
-0.2085186,0.1812331,chain_1
-0.20344372,0.1856747,chain_1
-0.21700329,0.14838158,chain_1
-0.20543441,0.1662179,chain_1
-0.20259936,0.1962341,chain_1
-0.20894346,0.18678384,chain_1
-0.2112399,0.16069256,chain_1
-0.2205791,0.18004097,chain_1
-0.21167263,0.18407182,chain_1
-0.21013884,0.1863837,chain_1
-0.21757573,0.14150587,chain_1
-0.21521652,0.18180121,chain_1
-0.20272973,0.20754787,chain_1
-0.21952918,0.19710135,chain_1
-0.21079898,0.20263863,chain_1
-0.23216754,0.21284723,chain_1
-0.21244778,0.18787211,chain_1
-0.22323301,0.1770015,chain_1
-0.21484153,0.17827843,chain_1
-0.21100256,0.20407653,chain_1
-0.20743641,0.21350758,chain_1
-0.2096057,0.18561934,chain_1
-0.20697238,0.16501786,chain_1
-0.22664252,0.17238882,chain_1
-0.22156042,0.16868913,chain_1
-0.21812864,0.15997325,chain_1
-0.20425381,0.15147486,chain_1
-0.24930178,0.1951877,chain_1
-0.24320234,0.18938625,chain_1
-0.19656251,0.16665769,chain_1
-0.25734514,0.1951994,chain_1
-0.23257302,0.17260411,chain_1
-0.21543491,0.18429025,chain_1
-0.21827337,0.1664763,chain_1
-0.22147043,0.18196861,chain_1
-0.18975024,0.16790412,chain_1
-0.20953852,0.17773542,chain_1
-0.20999911,0.16977331,chain_1
-0.24115583,0.18645912,chain_1
-0.20926972,0.19256166,chain_1
-0.23612787,0.17657821,chain_1
-0.22459838,0.18722682,chain_1
-0.22340426,0.18691246,chain_1
-0.20133355,0.18753204,chain_1
-0.18192397,0.1490781,chain_1
-0.21464165,0.18276867,chain_1
-0.18964149,0.14653686,chain_1
-0.2304028,0.17879483,chain_1
-0.20151526,0.16263318,chain_1
-0.23061253,0.23374712,chain_1
-0.1960533,0.15347172,chain_1
-0.20103885,0.15448593,chain_1
-0.20051436,0.14398669,chain_1
-0.18812117,0.15682366,chain_1
-0.24180184,0.22303419,chain_1
-0.19896469,0.17386094,chain_1
-0.22161245,0.16237527,chain_1
-0.23791169,0.23159249,chain_1
-0.2408703,0.21624285,chain_1
-0.19992146,0.17223312,chain_1
-0.2322881,0.20910655,chain_1
-0.22238056,0.197262,chain_1
-0.2360624,0.20869832,chain_1
-0.190035,0.15636548,chain_1
-0.22214398,0.18285383,chain_1
-0.21005066,0.17271027,chain_1
-0.20021662,0.1603426,chain_1
-0.20918562,0.1836912,chain_1
-0.21181968,0.14898334,chain_1
-0.22950487,0.19516392,chain_1
-0.20276658,0.15719585,chain_1
-0.2374513,0.20690225,chain_1
-0.23702747,0.18235503,chain_1
-0.17755549,0.12978548,chain_1
-0.22980012,0.18144491,chain_1
-0.22618414,0.20725983,chain_1
-0.23867111,0.21954119,chain_1
-0.23714311,0.17301963,chain_1
-0.21916863,0.16716342,chain_1
-0.2123618,0.17951109,chain_1
-0.23367548,0.13758819,chain_1
-0.23540589,0.1429578,chain_1
-0.22173643,0.17601092,chain_1
-0.21207127,0.17418304,chain_1
-0.23284075,0.19734079,chain_1
-0.2166704,0.19774067,chain_1
-0.21569718,0.17243704,chain_1
-0.19056672,0.16427231,chain_1
-0.22596034,0.19643728,chain_1
-0.19190423,0.18687764,chain_1
-0.23783286,0.18193285,chain_1
-0.20783842,0.21112849,chain_1
-0.19833322,0.18421434,chain_1
-0.20016879,0.20204775,chain_1
-0.2064661,0.16005313,chain_1
-0.22366129,0.21526906,chain_1
-0.20950945,0.21218152,chain_1
-0.21388318,0.16120304,chain_1
-0.18539548,0.14812511,chain_1
-0.21720338,0.1960517,chain_1
-0.20388077,0.17936026,chain_1
-0.22969286,0.17193875,chain_1
-0.2208175,0.2045522,chain_1
-0.22275922,0.18596123,chain_1
-0.19461168,0.15180166,chain_1
-0.21148862,0.19358347,chain_1
-0.23937762,0.20975839,chain_1
-0.22012067,0.16506003,chain_1
-0.23216414,0.20511504,chain_1
-0.21104065,0.19411139,chain_1
-0.20192659,0.17643814,chain_1
-0.19152625,0.15828966,chain_1
-0.2364329,0.20299461,chain_1
-0.21475981,0.15609507,chain_1
-0.18896762,0.15280718,chain_1
-0.2052503,0.18301313,chain_1
-0.23716412,0.19429196,chain_1
-0.22523735,0.14744274,chain_1
-0.19878437,0.17903318,chain_1
-0.21601586,0.18774527,chain_1
-0.20128629,0.14600204,chain_1
-0.22173493,0.18100037,chain_1
-0.19028813,0.1417982,chain_1
-0.24956179,0.20877233,chain_1
-0.22788802,0.19565718,chain_1
-0.18886667,0.1421445,chain_1
-0.24398322,0.18273334,chain_1
-0.2290253,0.18746331,chain_1
-0.21570149,0.16799857,chain_1
-0.20777288,0.18261744,chain_1
-0.22309865,0.18367155,chain_1
-0.21074915,0.16404513,chain_1
-0.1974954,0.15859917,chain_1
-0.2054776,0.17318209,chain_1
-0.21722622,0.18722293,chain_1
-0.19109865,0.17901987,chain_1
-0.20080377,0.18042338,chain_1
-0.25091624,0.20825826,chain_1
-0.20892574,0.1685493,chain_1
-0.22635804,0.20085414,chain_1
-0.18913145,0.14531188,chain_1
-0.2331312,0.18623039,chain_1
-0.21817392,0.20694269,chain_1
-0.23107146,0.18161611,chain_1
-0.22697072,0.19089487,chain_1
-0.2233805,0.16725306,chain_1
-0.22623768,0.21340102,chain_1
-0.22192009,0.18709646,chain_1
-0.225613,0.1984084,chain_1
-0.21016808,0.18712789,chain_1
-0.20737936,0.19674933,chain_1
-0.19229296,0.164423,chain_1
-0.21912096,0.17518196,chain_1
-0.21116564,0.186386,chain_1
-0.19669834,0.15354732,chain_1
-0.22043915,0.17923242,chain_1
-0.20786448,0.13948663,chain_1
-0.20335023,0.1861505,chain_1
-0.19791913,0.15817222,chain_1
-0.20265236,0.17690024,chain_1
-0.19735543,0.1429346,chain_1
-0.22383942,0.17518379,chain_1
-0.22595371,0.1771348,chain_1
-0.2115931,0.18913247,chain_1
-0.16366689,0.14786856,chain_1
-0.21256183,0.16441156,chain_1
-0.2092539,0.19272046,chain_1
-0.20233545,0.16342463,chain_1
-0.22928923,0.16753018,chain_1
-0.18945621,0.14998072,chain_1
-0.19381613,0.19123445,chain_1
-0.21399516,0.1828268,chain_1
-0.21080987,0.15499417,chain_1
-0.20890146,0.20666324,chain_1
-0.2326658,0.175794,chain_1
-0.20511715,0.16140929,chain_1
-0.19798928,0.1642013,chain_1
-0.20063326,0.15172887,chain_1
-0.21595113,0.19709411,chain_1
-0.19725643,0.1611008,chain_1
-0.2265279,0.16806556,chain_1
-0.22553298,0.1754174,chain_1
-0.20195033,0.16812961,chain_1
-0.20447001,0.16415305,chain_1
-0.25417247,0.21211123,chain_1
-0.20034848,0.18686281,chain_1
-0.20643286,0.1931252,chain_1
-0.23245129,0.19766757,chain_1
-0.20577529,0.15405998,chain_1
-0.2011233,0.17194942,chain_1
-0.21089561,0.1991962,chain_1
-0.20669703,0.1848508,chain_1
-0.21018863,0.14578491,chain_1
-0.20802012,0.1845582,chain_1
-0.20058517,0.18717496,chain_1
-0.22754142,0.2111034,chain_1
-0.23293751,0.15699923,chain_1
-0.2291074,0.19335942,chain_1
-0.24261689,0.20925754,chain_1
-0.20090184,0.18357563,chain_1
-0.24112242,0.2113687,chain_1
-0.18281566,0.18756323,chain_1
-0.23610394,0.19273314,chain_1
-0.22198601,0.16286513,chain_1
-0.23176228,0.1905807,chain_1
-0.19813387,0.16108508,chain_1
-0.22885478,0.18141828,chain_1
-0.23563373,0.21283762,chain_1
-0.1861929,0.14816466,chain_1
-0.20949157,0.14294106,chain_1
-0.20680988,0.17958736,chain_1
-0.24187316,0.1912221,chain_1
-0.20833424,0.15199761,chain_1
-0.20241667,0.15689279,chain_1
-0.19095302,0.1613079,chain_1
-0.24720909,0.20457275,chain_1
-0.2181696,0.18900704,chain_1
-0.21074158,0.18580472,chain_1
-0.22955678,0.19202776,chain_1
-0.19533816,0.18573228,chain_1
-0.21433313,0.19701964,chain_1
-0.19675761,0.1489465,chain_1
-0.23822194,0.2098081,chain_1
-0.21894695,0.15909564,chain_1
-0.21901244,0.18077473,chain_1
-0.21648373,0.15898721,chain_1
-0.20743246,0.15249826,chain_1
-0.19222602,0.17230545,chain_1
-0.25070485,0.19835186,chain_1
-0.24190612,0.19313788,chain_1
-0.24477875,0.24490753,chain_1
-0.21637104,0.20315276,chain_1
-0.2131898,0.13752656,chain_1
-0.2094418,0.17602786,chain_1
-0.22313306,0.20696487,chain_1
-0.2095442,0.19472937,chain_1
-0.25498152,0.21617137,chain_1
-0.22817002,0.20838352,chain_1
-0.22302093,0.16498594,chain_1
-0.23171662,0.20075059,chain_1
-0.22623628,0.18678054,chain_1
-0.20995533,0.18959887,chain_1
-0.1896377,0.16325217,chain_1
-0.2150065,0.16165209,chain_1
-0.20441605,0.17740037,chain_1
-0.17573828,0.1204778,chain_1
-0.2121778,0.18137467,chain_1
-0.21370368,0.14623378,chain_1
-0.21677437,0.18787767,chain_1
-0.20000711,0.19115926,chain_1
-0.21544719,0.18429166,chain_1
-0.22222294,0.21011625,chain_1
-0.2145684,0.18704706,chain_1
-0.20604675,0.15947491,chain_1
-0.19518495,0.15629162,chain_1
-0.239847,0.16350284,chain_1
-0.22188422,0.18063699,chain_1
-0.19582327,0.17813504,chain_1
-0.20228674,0.15837267,chain_1
-0.22217546,0.17668189,chain_1
-0.22434467,0.12897655,chain_1
-0.19611001,0.2038874,chain_1
-0.2150866,0.13330123,chain_1
-0.1890026,0.15707514,chain_1
-0.23109868,0.19253635,chain_1
-0.21092767,0.1890742,chain_1
-0.19937988,0.16667977,chain_1
-0.21705982,0.15846781,chain_1
-0.23169146,0.18373258,chain_1
-0.20566437,0.14816622,chain_1
-0.20561963,0.14974906,chain_1
-0.19967666,0.15829536,chain_1
-0.21321462,0.19453691,chain_1
-0.25877526,0.23138644,chain_1
-0.22054742,0.19704518,chain_1
-0.21307953,0.1806235,chain_1
-0.21868034,0.19369243,chain_1
-0.21251257,0.19919261,chain_1
-0.20867321,0.1899231,chain_1
-0.21791904,0.15767525,chain_1
-0.24019742,0.18649933,chain_1
-0.2313245,0.21427162,chain_1
-0.19945687,0.15686762,chain_1
-0.2308087,0.20329772,chain_1
-0.2052041,0.16763806,chain_1
-0.22728467,0.1744858,chain_1
-0.19193678,0.16695996,chain_1
-0.22176598,0.17079133,chain_1
-0.20410731,0.17503285,chain_1
-0.19790931,0.1561821,chain_1
-0.2224063,0.17353848,chain_1
-0.21358244,0.15138356,chain_1
-0.20434786,0.15545781,chain_1
-0.22483392,0.14531484,chain_1
-0.23179859,0.17762087,chain_1
-0.20009589,0.17473705,chain_1
-0.21051848,0.1724726,chain_1
-0.2152251,0.18311843,chain_1
-0.1863117,0.14999415,chain_1
-0.22374539,0.16952412,chain_1
-0.22631274,0.16703561,chain_1
-0.20551321,0.18337236,chain_1
-0.21402313,0.16147424,chain_1
-0.19680001,0.1383407,chain_1
-0.22402224,0.23617634,chain_1
-0.24593033,0.19814022,chain_1
-0.24816048,0.21257035,chain_1
-0.19222313,0.18330248,chain_1
-0.20401336,0.17261678,chain_1
-0.18345119,0.13384275,chain_1
-0.19060624,0.12924115,chain_1
-0.21804512,0.18070465,chain_1
-0.21758537,0.16406696,chain_1
-0.21718372,0.16276976,chain_1
-0.2318128,0.18747635,chain_1
-0.2059201,0.1630564,chain_1
-0.24379034,0.18696448,chain_1
-0.17798316,0.17002621,chain_1
-0.21064185,0.18051937,chain_1
-0.22160955,0.17002198,chain_1
-0.20055708,0.19697197,chain_1
-0.2201373,0.18235123,chain_1
-0.20151027,0.17669912,chain_1
-0.22322994,0.17631239,chain_1
-0.20394664,0.14569461,chain_1
-0.19812758,0.1921843,chain_1
-0.21734364,0.17794292,chain_1
-0.22506942,0.18317178,chain_1
-0.22956671,0.2266118,chain_1
-0.22785076,0.22849381,chain_1
-0.23058094,0.2057167,chain_1
-0.20153809,0.17293218,chain_1
-0.22028537,0.16903275,chain_1
-0.2089943,0.16163829,chain_1
-0.22139212,0.17691721,chain_1
-0.24584621,0.20513444,chain_1
-0.22059743,0.22108504,chain_1
-0.22819085,0.16306578,chain_1
-0.20401905,0.1640892,chain_1
-0.23205966,0.1963515,chain_1
-0.2026099,0.17363997,chain_1
-0.20490393,0.17212807,chain_1
-0.19226019,0.16338776,chain_1
-0.21506271,0.19018342,chain_1
-0.24258901,0.19015022,chain_1
-0.2130266,0.1983435,chain_1
-0.21808785,0.16287392,chain_1
-0.21673343,0.15993638,chain_1
-0.19276531,0.17537795,chain_1
-0.21276885,0.16884597,chain_1
-0.22359078,0.16669272,chain_1
-0.23548123,0.16033335,chain_1
-0.20190626,0.16486254,chain_1
-0.20994084,0.16081107,chain_1
-0.19195351,0.15642375,chain_1
-0.21114942,0.1618581,chain_1
-0.2174852,0.18248424,chain_1
-0.19503301,0.17922823,chain_1
-0.21632025,0.14480889,chain_1
-0.20487359,0.16642438,chain_1
-0.20136099,0.17222518,chain_1
-0.21283752,0.17924868,chain_1
-0.19676718,0.16881698,chain_1
-0.20959933,0.20803957,chain_1
-0.23419839,0.1954909,chain_1
-0.22695552,0.19341654,chain_1
-0.2352181,0.21297228,chain_1
-0.25078285,0.21980709,chain_1
-0.21169487,0.14426109,chain_1
-0.21625242,0.17628503,chain_1
-0.18949243,0.15003687,chain_1
-0.20073931,0.17581594,chain_1
-0.21032187,0.17663896,chain_1
-0.21760535,0.15438108,chain_1
-0.24646166,0.1698223,chain_1
-0.20893021,0.15964924,chain_1
-0.22738689,0.20629232,chain_1
-0.20545942,0.16770577,chain_1
-0.22562179,0.15578657,chain_1
-0.20235677,0.17552042,chain_1
-0.18439375,0.18093738,chain_1
-0.24099863,0.18272302,chain_1
-0.22203279,0.18983208,chain_1
-0.21991569,0.16342556,chain_1
-0.21861756,0.20085277,chain_1
-0.20885688,0.17294975,chain_1
-0.23515557,0.19287448,chain_1
-0.22037184,0.1984179,chain_1
-0.22024068,0.18635644,chain_1
-0.23213139,0.1898584,chain_1
-0.2059307,0.15086551,chain_1
-0.2077141,0.18309304,chain_1
-0.23212396,0.18596219,chain_1
-0.21802771,0.1655439,chain_1
-0.23018484,0.19221972,chain_1
-0.23264903,0.20632997,chain_1
-0.21148647,0.16531472,chain_1
-0.19199595,0.1440432,chain_1
-0.19818033,0.14967075,chain_1
-0.22750849,0.16497602,chain_1
-0.20485951,0.16079108,chain_1
-0.23907565,0.16306932,chain_1
-0.2051352,0.18928966,chain_1
-0.21941313,0.17324981,chain_1
-0.2267867,0.20007151,chain_1
-0.20828946,0.20807835,chain_1
-0.22580026,0.17715348,chain_1
-0.20585355,0.18838686,chain_1
-0.20262907,0.16937591,chain_1
-0.18626767,0.17280656,chain_1
-0.19959112,0.17381789,chain_1
-0.20056048,0.1729248,chain_1
-0.22004293,0.17304353,chain_1
-0.21808217,0.15041146,chain_1
-0.21620104,0.20386697,chain_1
-0.25626796,0.2128587,chain_1
-0.22019234,0.16633435,chain_1
-0.22124025,0.17564401,chain_1
-0.2115722,0.18272588,chain_1
-0.2232488,0.18641189,chain_1
-0.22551386,0.18066666,chain_1
-0.21075432,0.20803818,chain_1
-0.19720484,0.15050207,chain_1
-0.21467964,0.16396196,chain_1
-0.21276632,0.20215777,chain_1
-0.20590356,0.19581644,chain_1
-0.22066619,0.19270715,chain_1
-0.2230234,0.17284104,chain_1
-0.21493913,0.17103897,chain_1
-0.2170243,0.17505074,chain_1
-0.23265396,0.17296015,chain_1
-0.21792337,0.154158,chain_1
-0.21463263,0.19110115,chain_1
-0.22512767,0.18608224,chain_1
-0.2012433,0.1854541,chain_1
-0.19977626,0.15873963,chain_1
-0.18869182,0.16512083,chain_1
-0.21629713,0.18075308,chain_1
-0.20811492,0.15774153,chain_1
-0.20285878,0.17719387,chain_1
-0.2025493,0.1710783,chain_1
-0.19644843,0.14341788,chain_1
-0.21978353,0.1624638,chain_1
-0.21541099,0.16851167,chain_1
-0.20227963,0.18169434,chain_1
-0.21864851,0.22774072,chain_1
-0.23447789,0.16570419,chain_1
-0.24301238,0.18736063,chain_1
-0.19881679,0.15670428,chain_1
-0.21493377,0.18041015,chain_1
-0.2296987,0.18073316,chain_1
-0.19609465,0.13548021,chain_1
-0.21930668,0.15233812,chain_1
-0.22225411,0.16328964,chain_1
-0.21855758,0.14818645,chain_1
-0.21491429,0.20213881,chain_1
-0.22523072,0.18495297,chain_1
-0.22150396,0.17586735,chain_1
-0.2310892,0.19314107,chain_1
-0.21396086,0.19533972,chain_1
-0.19220553,0.17351006,chain_1
-0.2190262,0.18150552,chain_1
-0.21685538,0.19109751,chain_1
-0.22473632,0.19753204,chain_1
-0.20818417,0.17113675,chain_1
-0.22851735,0.21883376,chain_1
-0.22422725,0.21876135,chain_1
-0.21637748,0.19937514,chain_1
-0.20890057,0.19234875,chain_1
-0.21711189,0.20248784,chain_1
-0.23986036,0.20847397,chain_1
-0.19541208,0.19702287,chain_1
-0.22911409,0.20329243,chain_1
-0.22521171,0.1898863,chain_1
-0.19941881,0.14553817,chain_1
-0.23596615,0.1829038,chain_1
-0.19310644,0.21512343,chain_1
-0.21984981,0.19169237,chain_1
-0.24277858,0.20045921,chain_1
-0.20482962,0.16803417,chain_1
-0.2027836,0.18440685,chain_1
-0.1985351,0.22078517,chain_1
-0.19757257,0.15093888,chain_1
-0.22227122,0.19177394,chain_1
-0.23028487,0.17519414,chain_1
-0.23105086,0.14452872,chain_1
-0.23886459,0.20542257,chain_1
-0.21182632,0.18185878,chain_1
-0.19908197,0.18741964,chain_1
-0.2132002,0.1629456,chain_1
-0.22184077,0.16426758,chain_1
-0.18473084,0.17050989,chain_1
-0.20480862,0.15062846,chain_1
-0.23214702,0.15134677,chain_1
-0.22095364,0.14046925,chain_1
-0.20253082,0.15592411,chain_1
-0.19417998,0.1801248,chain_1
-0.20414448,0.16451305,chain_1
-0.20557778,0.1690881,chain_1
-0.20898989,0.22048546,chain_1
-0.22603154,0.19333483,chain_1
-0.24060227,0.19539522,chain_1
-0.20369306,0.19903159,chain_1
-0.20659131,0.13155027,chain_1
-0.18264546,0.16001703,chain_1
-0.22881599,0.18747495,chain_1
-0.23687272,0.18854867,chain_1
-0.23523043,0.21452215,chain_1
-0.23496853,0.16761653,chain_1
-0.18619691,0.15958461,chain_1
-0.19520225,0.18447402,chain_1
-0.20728768,0.15678264,chain_1
-0.18637398,0.1819855,chain_1
-0.18876281,0.16358545,chain_1
-0.2262212,0.20847483,chain_1
-0.23013914,0.18782502,chain_1
-0.2379852,0.20809227,chain_1
-0.19220282,0.17008495,chain_1
-0.19899528,0.15993083,chain_1
-0.2277605,0.16488457,chain_1
-0.23896858,0.20738497,chain_1
-0.20587029,0.17786986,chain_1
-0.24798277,0.20680566,chain_1
-0.20211811,0.20460993,chain_1
-0.20758711,0.16838789,chain_1
-0.20089428,0.17510141,chain_1
-0.21476288,0.18722662,chain_1
-0.23177879,0.18946254,chain_1
-0.19341642,0.18542129,chain_1
-0.21089831,0.17861775,chain_1
-0.2050515,0.19882196,chain_1
-0.2321057,0.21553169,chain_1
-0.21327466,0.1650183,chain_1
-0.20889817,0.1938757,chain_1
-0.23408209,0.18067159,chain_1
-0.21027362,0.17404898,chain_1
-0.2464332,0.21004772,chain_1
-0.20566985,0.16795579,chain_1
